     +2.534301     +2.548085     +2.577736     +0.008830     -0.005494     -0.005261
     +2.533335     +2.549526     +2.574396     +0.006313     +0.000704     -0.003617
     +2.565470     +2.573721     +2.618057     -0.001479     +0.003312     -0.000895
     +2.602988     +2.614486     +2.660008     +0.002718     -0.009674     +0.007126
     +2.618783     +2.643407     +2.668517     +0.006070     -0.007723     +0.017191
     +2.578381     +2.609073     +2.644925     +0.006837     +0.016772     +0.003504
     +2.526333     +2.562766     +2.594085     +0.013118     +0.024493     -0.007330
     +2.498738     +2.532230     +2.550043     +0.014374     +0.014851     -0.004920
     +2.493625     +2.514986     +2.537445     +0.010511     +0.001420     -0.003488
     +2.517608     +2.526416     +2.555534     +0.013001     -0.012135     -0.014414
     +2.587287     +2.595205     +2.612890     +0.013112     -0.017167     -0.026683
     +2.612230     +2.614605     +2.644542     +0.007673     -0.009384     -0.017612
     +2.581554     +2.581852     +2.622079     +0.008582     -0.005219     -0.002762
     +2.551698     +2.552837     +2.591382     +0.006575     -0.001203     +0.001657
     +2.536316     +2.537259     +2.581438     +0.005420     +0.008761     -0.000936
     +2.533196     +2.529496     +2.588429     +0.007980     +0.014873     -0.005498
     +2.563526     +2.554863     +2.615164     +0.015007     -0.003141     -0.006432
     +2.609007     +2.591609     +2.655555     +0.015394     -0.023050     -0.002549
     +2.611818     +2.576524     +2.656141     -0.001603     -0.014142     -0.000234
     +2.595802     +2.550219     +2.614844     -0.013323     -0.001470     +0.006183
     +2.568002     +2.535941     +2.582125     -0.012608     -0.004194     +0.013189
     +2.546671     +2.531939     +2.573827     -0.007559     -0.006074     +0.013478
     +2.536872     +2.527447     +2.571000     -0.009979     -0.003699     +0.003698
     +2.563058     +2.560289     +2.594175     -0.010603     -0.004473     -0.001434
     +2.567102     +2.578516     +2.620483     -0.005876     -0.012535     +0.010749
     +2.548408     +2.560709     +2.607474     +0.000262     -0.017226     +0.009817
     +2.530773     +2.537902     +2.575539     +0.002262     -0.010100     -0.002317
     +2.525695     +2.528109     +2.566670     -0.003111     +0.005908     -0.003689
     +2.538971     +2.532341     +2.579793     -0.006569     +0.015064     +0.003618
     +2.571137     +2.563644     +2.603348     -0.003963     +0.008088     +0.006778
     +2.600002     +2.622961     +2.641091     +0.006454     +0.001072     -0.006309
     +2.600789     +2.653270     +2.668934     +0.013413     +0.014159     -0.024854
     +2.580805     +2.629591     +2.642203     +0.014597     +0.018864     -0.016132
     +2.552853     +2.600211     +2.609515     +0.010302     +0.005410     +0.004599
     +2.528661     +2.564619     +2.585800     +0.009350     -0.001642     +0.007960
     +2.523549     +2.539146     +2.577613     +0.008959     +0.005761     -0.002795
     +2.543155     +2.547216     +2.595759     +0.009822     +0.012611     -0.006293
     +2.565285     +2.567118     +2.618261     +0.008427     +0.010699     +0.007996
     +2.581355     +2.568348     +2.620189     +0.002378     -0.000099     +0.008774
     +2.569233     +2.558766     +2.597774     +0.000308     -0.010015     -0.008155
     +2.537285     +2.534286     +2.570306     +0.000586     -0.005968     -0.008236
     +2.517705     +2.513716     +2.550803     +0.004119     +0.000413     -0.000439
     +2.514666     +2.511697     +2.544921     +0.006189     -0.002792     +0.000709
     +2.544444     +2.534798     +2.580434     -0.001800     -0.011498     +0.000211
     +2.608922     +2.572194     +2.638273     -0.003213     -0.003630     -0.001262
     +2.647318     +2.592822     +2.662113     +0.003019     +0.002812     -0.003710
     +2.618039     +2.584199     +2.646070     +0.000926     -0.010488     +0.001621
     +2.576991     +2.559536     +2.618972     -0.009674     -0.019436     +0.009360
     +2.565989     +2.547657     +2.596938     -0.014718     -0.009417     +0.006049
     +2.556202     +2.545642     +2.584705     -0.012259     +0.002131     +0.006392
     +2.548975     +2.545502     +2.587086     -0.004352     +0.003838     +0.013969
     +2.561694     +2.557199     +2.600579     +0.002752     +0.004253     +0.011384
     +2.553005     +2.557842     +2.589957     -0.001070     +0.007709     -0.001406
     +2.538002     +2.539746     +2.578131     -0.005584     +0.002504     -0.001658
     +2.525968     +2.520836     +2.564835     +0.001445     -0.002840     +0.005656
     +2.513057     +2.527122     +2.557291     +0.002815     -0.006601     +0.002909
     +2.522238     +2.554634     +2.575846     -0.000567     -0.007766     -0.010544
     +2.543075     +2.581143     +2.609395     +0.001128     +0.004500     -0.010421
     +2.560207     +2.601212     +2.627546     -0.000485     +0.017990     +0.003250
     +2.565981     +2.605111     +2.627698     +0.001131     +0.014325     +0.011304
     +2.566415     +2.588020     +2.616560     +0.014687     +0.003819     -0.000354
     +2.561870     +2.569318     +2.602621     +0.019313     +0.010450     -0.009382
     +2.551678     +2.553669     +2.586610     +0.011619     +0.009704     -0.000700
     +2.548533     +2.550719     +2.583411     +0.010320     -0.003060     +0.009702
     +2.544630     +2.544718     +2.582462     +0.005829     -0.007555     +0.001342
     +2.544646     +2.544578     +2.587013     +0.004185     -0.005415     -0.013816
     +2.542610     +2.546187     +2.592474     +0.007711     -0.004381     -0.013820
     +2.545929     +2.548888     +2.588500     +0.010091     -0.001087     +0.001347
     +2.562097     +2.541770     +2.586433     +0.001469     -0.005945     +0.005295
     +2.575574     +2.538858     +2.590927     +0.001486     -0.018563     -0.009627
     +2.591306     +2.550711     +2.608561     +0.014267     -0.012873     -0.009966
     +2.602950     +2.561036     +2.617371     +0.011192     -0.002372     -0.001217
     +2.585497     +2.550212     +2.604959     +0.000004     -0.004523     +0.005058
     +2.556285     +2.534699     +2.595327     -0.012497     -0.005985     +0.000385
     +2.540033     +2.532180     +2.590054     -0.017311     +0.005023     -0.003658
     +2.535834     +2.527803     +2.582558     -0.011130     +0.006938     -0.005852
     +2.535475     +2.529428     +2.583107     -0.003668     -0.005078     -0.001623
     +2.540347     +2.545029     +2.589715     -0.009603     -0.005515     +0.004865
     +2.553109     +2.552422     +2.594228     -0.011544     -0.002495     +0.003283
     +2.548580     +2.542476     +2.580021     -0.002525     -0.002085     +0.006911
     +2.533487     +2.540166     +2.570975     -0.000561     +0.002146     +0.012290
     +2.552077     +2.559833     +2.587517     -0.002207     +0.006785     +0.003839
     +2.587658     +2.606905     +2.624396     -0.012868     +0.006991     -0.006063
     +2.589330     +2.631321     +2.643412     -0.019739     +0.013274     +0.006803
     +2.581289     +2.616874     +2.646200     -0.011918     +0.015625     +0.013786
     +2.563276     +2.584253     +2.625972     +0.003324     +0.001673     -0.002041
     +2.527224     +2.551123     +2.590427     +0.007009     -0.006064     -0.013312
     +2.504783     +2.524531     +2.567555     +0.003334     +0.002438     -0.008237
     +2.518003     +2.519044     +2.567215     +0.004951     +0.007966     -0.001096
     +2.535777     +2.544775     +2.575477     +0.005751     +0.008069     +0.001661
     +2.560112     +2.575521     +2.592586     +0.007002     +0.010755     -0.009333
     +2.578684     +2.573796     +2.603269     +0.013357     +0.005338     -0.024380
     +2.550126     +2.549417     +2.576760     +0.007700     -0.004888     -0.016758
     +2.521833     +2.523078     +2.558709     +0.005261     -0.008268     +0.003435
     +2.525551     +2.509866     +2.564941     +0.012799     -0.011172     -0.002020
     +2.551901     +2.538303     +2.606953     +0.016002     -0.011965     -0.015328
     +2.589014     +2.581439     +2.652136     +0.020731     -0.001034     -0.010894
     +2.624576     +2.607368     +2.672820     +0.020461     +0.011746     +0.002744
     +2.617555     +2.602258     +2.652696     -0.001593     +0.006269     +0.004696
     +2.578797     +2.578728     +2.604790     -0.014414     -0.004188     -0.004214
     +2.559911     +2.548548     +2.577220     -0.003842     -0.002427     -0.001203
     +2.554048     +2.543576     +2.573219     -0.003502     -0.001784     +0.003941
     +2.547948     +2.551635     +2.586734     -0.008853     -0.009412     +0.007074
     +2.556246     +2.557328     +2.613909     -0.009201     -0.012543     +0.010096
     +2.549265     +2.549657     +2.621034     -0.007762     -0.000192     +0.009440
     +2.519302     +2.529693     +2.597005     -0.006437     +0.013487     +0.005979
     +2.494937     +2.509896     +2.567777     -0.002859     +0.011975     +0.008520
     +2.503752     +2.512556     +2.550640     -0.010911     +0.004966     +0.005408
     +2.534554     +2.550741     +2.568620     -0.025927     -0.001332     -0.000031
     +2.554985     +2.571556     +2.589444     -0.019854     +0.000458     +0.009417
     +2.580004     +2.590982     +2.617243     -0.008722     +0.006432     +0.018686
     +2.590218     +2.616362     +2.645017     -0.007471     +0.005001     +0.003144
     +2.583033     +2.631073     +2.668596     -0.003671     +0.004058     -0.006763
     +2.564700     +2.592888     +2.644892     +0.004796     +0.008190     +0.004866
     +2.540562     +2.547667     +2.601128     +0.001102     +0.007320     +0.008362
     +2.527181     +2.532394     +2.581955     -0.000148     -0.001406     -0.004645
     +2.543332     +2.547591     +2.589914     +0.001710     -0.006500     -0.008736
     +2.568058     +2.571964     +2.601198     -0.003963     +0.001255     -0.000827
     +2.584921     +2.591268     +2.617784     -0.002368     +0.006536     +0.001594
     +2.581779     +2.574411     +2.603537     +0.013277     -0.003082     +0.003045
     +2.546822     +2.540043     +2.564637     +0.017192     -0.012040     -0.002846
     +2.506305     +2.505426     +2.538739     +0.017393     -0.010197     -0.016732
     +2.503188     +2.491275     +2.541079     +0.020743     -0.004370     -0.018934
